,,,,,,,,,,,MacNeil et al. ,,In review paper from Ivor,Ivor most recent,,,,,,,,,
spp,SPECIES,FAMILY,family,COMMONFAMILYALL,TROPHIC_MONREP,A2_guild,TOPHIC_MONREP,size,habitat,Included,fg,EDITED,A2_fg,Ivor_F1,Ivor_F2,A2_size,A2_schooling,Ivor_guild,criteria,,,,
Genicanthus watanabei,GEWA,Pomacanthidae,Pomacanthidae,Angelfish,PLANKTIVORE,Planktivore,Planktivore,15,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,15,3,Pk,0,,,,
Gunnellichthys curiosus,GUCU,Microdesmidae,Microdesmidae,Wormfish,PLANKTIVORE,Planktivore,Planktivore,12,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,12,2,Pk,0,,,,
Acanthurus achillesXnigricans hybrid= rackliffei,ACAN,Acanthuridae,NA,Surgeonfish,PRIMARY,Herbivore,NA,NA,NA,NA,NA,,Grazer,NA,NA,25,4,NA,NA,,,,
Hemitaurichthys polylepis,HEPO,Chaetodontidae,Chaetodontidae,Butterflyfish,PLANKTIVORE,Planktivore,Planktivore,18,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,18,3,Pk,0,,,,
Hemitaurichthys polylepis,HEPO,Chaetodontidae,Chaetodontidae,Butterflyfish,PLANKTIVORE,Planktivore,Planktivore,18,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,18,3,Pk,0,,,,
Hemitaurichthys thompsoni,HETH,Chaetodontidae,Chaetodontidae,Butterflyfish,PLANKTIVORE,Planktivore,Planktivore,18,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,21,5,Pk,0,,,,
Acanthurus dussumieri,ACDU,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,Herb,54,Reef,1,Grazer,,Grazer,GD ,GD ,56,3,H,0,,,,
Lepidozygus tapeinosoma,LETA,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Planktivore,Planktivore,10.5,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,10,5,Pk,0,,,,
Luzonichthys whitleyi,LUWH,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,5.8,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,6,5,Pk,0,,,,
Naso caesius,NACA,Acanthuridae,Acanthuridae,Surgeonfish,PLANKTIVORE,Planktivore,Planktivore,45.6,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,62,4,Pk,0,,,,
Nemateleotris helfrichi,NEHE,Microdesmidae,Microdesmidae,Dartfish,PLANKTIVORE,Planktivore,Planktivore,6,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,6.3,2,Pk,0,,,,
Nemateleotris magnifica,NEMA,Microdesmidae,Microdesmidae,Dartfish,PLANKTIVORE,Planktivore,Planktivore,9,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,9,2,Pk,0,,,,
Neopomacentrus metallicus,NEME,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Planktivore,Planktivore,6,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,8,5,Pk,0,,,,
Pomacentrus coelestis,POCO,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Planktivore,Planktivore,9,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,7,4,Pk,0,,,,
Pomacentrus philippinus,POPH,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Planktivore,NA,10,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,NA,NA,10.9,4,NA,NA,,,,
Pomachromis guamensis,POGU,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Planktivore,Planktivore,4.5,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,6,4,Pk,0,,,,
Pomachromis richardsoni,PORI,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Planktivore,Planktivore,6,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,6,4,Pk,0,,,,
Pseudanthias bartlettorum,PSBA,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,9,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,9,5,Pk,0,,,,
Pseudanthias bicolor,PSBI,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,13,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,13,3,Pk,0,,,,
Chrysiptera biocellata,CHBI,Pomacentridae,Pomacentridae,Damselfish,PRIMARY,NA,Herb,12.5,Reef,1,Grazer,Other Herbivore,NA,TD,TD,NA,NA,H,0,,,,
Thalassoma purpureum,THPU,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,46,Reef,1,Micro-invertivore,,Generalist carnivore,NA,NA,43,3,NA,NA,,,,
Chrysiptera cyanea,CHCY,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,NA,Planktivore,8.5,Reef,1,Grazer,,NA,PK,PK,NA,NA,Pk,0,,,,
Acanthurus xanthopterus,ACXA,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,Herb,70,Reef,1,Grazer,,Grazer,GD ,GD ,65,4,H,0,,,,
Chrysiptera glauca,CHGL,Pomacentridae,Pomacentridae,Damselfish,PRIMARY,NA,Herb,11.5,Reef,1,Grazer,Other Herbivore,NA,TD,TD,NA,NA,H,0,,,,
Calotomus carolinus,CACA,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,54,Reef,1,Browser,,Scraper,B ,B ,54,3,H,0,,,,
Pseudanthias cooperi,PSCO,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,14,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,14,3,Pk,0,,,,
Pseudanthias dispar,PSDI,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,9.5,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,10,5,Pk,0,,,,
Centropyge fisheri,CEFI,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,7.5,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,7.5,3,H,0,,,,
Centropyge shepardi,CESH,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,9,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,9,3,H,0,,,,
Centropyge bispinosa,CEBI,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,10,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,10,3,H,0,,,,
Centropyge heraldi,CEHE,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,10,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,10,3,H,0,,,,
Centropyge potteri,CEPO,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,10,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,12.7,2,H,0,,,,
Centropyge multifasciata,CEMU,Pomacanthidae,Pomacanthidae,Angelfish,SECONDARY,Herbivore,NA,12,Reef,1,Micro-invertivore,Grazer,Grazer,NA,NA,10,2,NA,NA,,,,
Centropyge vrolikii,CEVR,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,12,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,12,3,H,0,,,,
Canthigaster rivulata,CARI,Tetraodontidae,NA,Pufferfish,PRIMARY,Omnivore,Herb,NA,NA,NA,NA,,Benthic omnivore,OTH_HERB,OTH_HERB,18,2,H,0,,,,
Centropyge flavissima,CEFL,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,14,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,14,3,H,0,,,,
Centropyge bicolor,CEBC,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,15,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,15,2,H,0,,,,
Centropyge interruptus,CEIN,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,15,Reef,1,Micro-invertivore,Grazer,Grazer,OTH_HERB,OTH_HERB,16,2,H,0,,,,
Ctenochaetus striatus,CTSR,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Detritivore,NA,26,Reef,1,Detritivore,,Detritivore,NA,NA,28,4,NA,NA,,,,
Ctenochaetus strigosus,CTST,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Detritivore,Herb,14.6,Reef,1,Detritivore,,Detritivore,DT,DT,24,3,H,0,,,,
Amblyeleotris fasciata,AMFA,Gobiidae,Gobiidae,Goby,PLANKTIVORE,Planktivore,Planktivore,8,Reef,1,Detritivore,,Diurnal planktivore,PK,PK,8,2,Pk,0,,,,
Centropyge flavissima x vroliki hybrid,CEFV,Pomacanthidae,NA,Angelfish,PRIMARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Ecsenius bicolor,ECBC,Blenniidae,Blenniidae,Blenny,PLANKTIVORE,Planktivore,Planktivore,11,Reef,1,Detritivore,,Diurnal planktivore,PK,PK,10,1,Pk,0,,,,
Ecsenius midas,ECMI,Blenniidae,Blenniidae,Blenny,PLANKTIVORE,Planktivore,Planktivore,13,Reef,1,Detritivore,,Diurnal planktivore,PK,PK,10,3,Pk,0,,,,
Acanthurus olivaceus,ACOL,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,Herb,35,Reef,1,Detritivore,,Grazer,GD ,GD ,40,4,H,0,,,,
Centropyge multicolor,CEML,Pomacanthidae,NA,Angelfish,PRIMARY,NA,Herb,NA,NA,NA,NA,,NA,GD ,GD ,NA,NA,H,0,,,,
Cirripectes obscurus,CIOB,Blenniidae,Blenniidae,Blenny,PRIMARY,Herbivore,Herb,13.4,Reef,1,Detritivore,,Grazer,OTH_HERB,OTH_HERB,10,1,H,0,,,,
Centropyge loricula,CELO,Pomacanthidae,Pomacanthidae,Angelfish,PRIMARY,Herbivore,Herb,15,Reef,1,Micro-invertivore,Grazer,Grazer,GD ,GD ,10,3,H,0,,,,
Plectroglyphidodon dickii,PLDI,Pomacentridae,Pomacentridae,Damselfish,SECONDARY,Omnivore,NA,11,Reef,1,Micro-invertivore,,Herbivore/Corallivore,NA,NA,11,1,NA,NA,,,,
Scarus psittacus,SCPS,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,30,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,33,4,H,0,,,,
Pseudocheilinus tetrataenia,PSTE,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,7.5,Reef,1,Micro-invertivore,,Invertivore,NA,NA,8,3,NA,NA,,,,
Coris centralis,COCE,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,9.2,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,1,NA,NA,,,,
Chanos chanos,CHCH,Chanidae,Chanidae,Milkfish,PRIMARY,Herbivore/Planktivore,Herb,180,Pelagic,0,NA,,Grazer/,OTH_HERB,OTH_HERB,180,5,H,0,,,,
Chelonia mydas,GRTU,Cheloniidae,NA,Turtle,PRIMARY,NA,Herb,NA,NA,NA,NA,,NA,OTH_HERB,OTH_HERB,NA,NA,H,0,,,,
Scarus spinus,SCSI,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,30,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,31,3,H,0,,,,
Pseudocheilinus hexataenia,PSHE,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,10,Reef,1,Micro-invertivore,,Invertivore,NA,NA,8,3,NA,NA,,,,
Chlorurus japanensis,CHJA,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,31,Reef,1,Excavator/scraper,Scrapers/small excavators,Excavator,SSE,SSE,31,3,H,35,,,,
Scarus oviceps,SCOV,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,35,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,38,1,H,0,,,,
Scarus dubius,SCDU,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,35.6,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,38,3,H,0,,,,
Meiacanthus atrodorsalis,MEAT,Blenniidae,Blenniidae,Blenny,PLANKTIVORE,Carnivore,Planktivore,11,Reef,1,Micro-invertivore,,Invertivore,PK,PK,10,2,Pk,0,,,,
Cirripectes polyzona,CIPO,Blenniidae,Blenniidae,Blenny,PRIMARY,Herbivore,Herb,13,Reef,1,Detritivore,,Grazer,OTH_HERB,OTH_HERB,10,1,H,0,,,,
Cirripectes sp,CISP,Blenniidae,Blenniidae,Blenny,PRIMARY,Herbivore,NA,11,Reef,1,Detritivore,,Grazer,NA,NA,11,1,NA,NA,,,,
Cirripectes vanderbilti,CIVA,Blenniidae,Blenniidae,Blenny,PRIMARY,Herbivore,Herb,10,Reef,1,Detritivore,,Grazer,OTH_HERB,OTH_HERB,10,1,H,0,,,,
Cirripectes variolosus,CIVR,Blenniidae,Blenniidae,Blenny,PRIMARY,Herbivore,Herb,8.9,Reef,1,Detritivore,,Grazer,OTH_HERB,OTH_HERB,10,1,H,0,,,,
Ecsenius opsifrontalis,ECOP,Blenniidae,Blenniidae,Blenny,PLANKTIVORE,Herbivore,Planktivore,5,Reef,1,Detritivore,,Grazer,PK,PK,10,3,Pk,0,,,,
Anampses melanurus,ANME,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,12,Reef,1,Micro-invertivore,,Invertivore,NA,NA,12,2,NA,NA,,,,
Amblyeleotris guttata,AMGU,Gobiidae,Gobiidae,Goby,PLANKTIVORE,NA,Planktivore,11,Reef,1,Detritivore,,NA,PK,PK,NA,NA,Pk,0,,,,
Amblygobius phalaena,AMPH,Gobiidae,Gobiidae,Goby,PRIMARY,NA,Herb,15,Reef,1,Detritivore,,NA,OTH_HERB,OTH_HERB,NA,NA,H,0,,,,
Halichoeres biocellatus,HABI,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,12,Reef,1,Micro-invertivore,,Invertivore,NA,NA,12,3,NA,NA,,,,
Pseudanthias olivaceus,PSOL,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,8.8,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,12,5,Pk,0,,,,
Pseudanthias pascalus,PSPA,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,20,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,17,5,Pk,0,,,,
Pseudanthias thompsoni,PSTH,Serranidae,Serranidae,Anthias,PLANKTIVORE,Planktivore,Planktivore,22,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,22,5,Pk,0,,,,
Pseudocoris aurantiofasciata,PSAU,Labridae,Labridae,Wrasse,SECONDARY,Planktivore,NA,20,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,NA,NA,20,3,NA,NA,,,,
Pseudocoris heteroptera,PSHT,Labridae,Labridae,Wrasse,SECONDARY,Planktivore,NA,20,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,NA,NA,20,4,NA,NA,,,,
Hologymnosus doliatus,HODO,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,50,Reef,1,Pisci-invertivore,,Generalist carnivore,NA,NA,40,3,NA,NA,,,,
Blenniella chrysospilos,BLCH,Blenniidae,Blenniidae,Blenny,PLANKTIVORE,NA,Planktivore,13,Reef,1,Detritivore,,NA,PK,PK,NA,NA,Pk,0,,,,
Cirripectes springeri,CISR,Blenniidae,Blenniidae,Blenny,PRIMARY,NA,Herb,10,Reef,1,Detritivore,,NA,OTH_HERB,OTH_HERB,NA,NA,H,0,,,,
Cirripectes stigmaticus,CIST,Blenniidae,Blenniidae,Blenny,PRIMARY,NA,Herb,10,Reef,1,Detritivore,,NA,OTH_HERB,OTH_HERB,NA,NA,H,0,,,,
Gymnothorax melatremus,GYMT,Muraenidae,Muraenidae,Moray,SECONDARY,NA,NA,30,Reef,1,Piscivore,Pisci-invertivore,NA,NA,NA,NA,NA,NA,NA,,,,
Gymnothorax meleagris,GYME,Muraenidae,Muraenidae,Moray,PISCIVORE,Carnivore,NA,120,Reef,1,Piscivore,Nocturnal piscivore,Nocturnal piscivore,NA,NA,120,1,NA,NA,,,,
Gymnothorax sp,GYSP,Muraenidae,Muraenidae,Moray,PISCIVORE,NA,NA,110,Reef,1,Piscivore,Nocturnal piscivore,NA,NA,NA,NA,NA,NA,NA,,,,
Gymnothorax steindachneri,GYST,Muraenidae,Muraenidae,Moray,PISCIVORE,NA,NA,91,Reef,1,Piscivore,Nocturnal piscivore,NA,NA,NA,NA,NA,NA,NA,,,,
Gymnothorax undulatus,GYUN,Muraenidae,Muraenidae,Moray,PISCIVORE,Carnivore,NA,150,Reef,1,Piscivore,Nocturnal piscivore,Nocturnal piscivore,NA,NA,150,1,NA,NA,,,,
Ctenochaetus sp,CTSP,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,NA,Herb,21,Reef,1,Detritivore,,NA,GD ,GD ,NA,NA,H,0,,,,
Chlorurus sordidus,CHSO,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,40,Reef,1,Excavator/scraper,Large excavators/bioeroders,Excavator,SSE,LE,40,3,H,35,,,,
Kyphosus cinerascens,KYCI,Kyphosidae,Kyphosidae,Chub,PRIMARY,Herbivore,Herb,50,Reef,1,Browser,,Browser,B ,B ,51,4,H,0,,,,
Exallias brevis,EXBR,Blenniidae,Blenniidae,Blenny,SECONDARY,Carnivore,NA,14.5,Reef,1,Corallivore,,Corallivore,NA,NA,16,1,NA,NA,,,,
Exallias brevis,EXBR,Blenniidae,Blenniidae,Blenny,SECONDARY,Carnivore,NA,14.5,Reef,1,Corallivore,,Corallivore,NA,NA,16,1,NA,NA,,,,
Kyphosus sandwicensis,KYSA,Kyphosidae,Kyphosidae,Chub,PRIMARY,Herbivore,Herb,75,Reef,1,Browser,,Browser,B ,B ,75,4,H,0,,,,
Kyphosus sp,CHUB,Kyphosidae,Kyphosidae,Chub,PRIMARY,NA,NA,75,Reef,1,Browser,,NA,NA,NA,NA,NA,NA,NA,,,,
Kyphosus sp,CHUB,Kyphosidae,Kyphosidae,Chub,PRIMARY,NA,NA,75,Reef,1,Browser,,NA,NA,NA,NA,NA,NA,NA,,,,
Kyphosus sp,CHUB,Kyphosidae,Kyphosidae,Chub,PRIMARY,NA,NA,75,Reef,1,Browser,,NA,NA,NA,NA,NA,NA,NA,,,,
Kyphosus vaigiensis,KYVA,Kyphosidae,Kyphosidae,Chub,PRIMARY,Herbivore,Herb,70,Reef,1,Browser,,Browser,B ,B ,60,4,H,0,,,,
Pseudojuloides cerasinus,PSCE,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,12.3,Reef,1,Micro-invertivore,,Invertivore,NA,NA,12,3,NA,NA,,,,
Monacanthidae,FILE,Monacanthidae,NA,Filefish,PRIMARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Naso brachycentron,NABH,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,NA,90,Reef,1,Browser,,Browser,NA,NA,90,4,NA,NA,,,,
Chaetodon mertensii,CHMR,Chaetodontidae,Chaetodontidae,Butterflyfish,PRIMARY,Carnivore,Herb,12.5,Reef,1,Micro-invertivore,,Invertivore,OTH_HERB,OTH_HERB,13,2,H,0,,,,
Eviota sp,EVSP,Gobiidae,Gobiidae,Goby,SECONDARY,NA,NA,3,Reef,1,Detritivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Naso tonganus,NATO,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,NA,60,Reef,1,Browser,,Browser,NA,NA,63,4,NA,NA,,,,
Naso unicornis,NAUN,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,Herb,70,Reef,1,Browser,,Browser,B ,B ,70,3,H,0,,,,
Pseudocoris yamashiroi,PSYA,Labridae,Labridae,Wrasse,PLANKTIVORE,Planktivore,Planktivore,16,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,16,4,Pk,0,,,,
Ptereleotris evides,PTEV,Ptereleotridae,Microdesmidae,Dartfish,PLANKTIVORE,Planktivore,Planktivore,14,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,18,4,Pk,0,,,,
Halichoeres margaritaceus,HAMT,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,12.5,Reef,1,Micro-invertivore,,Invertivore,NA,NA,13,3,NA,NA,,,,
Fusigobius duospilus,FUDU,Gobiidae,Gobiidae,Goby,SECONDARY,NA,NA,6,Reef,1,Detritivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Scaridae,PARR,Scaridae,NA,Parrotfish,PRIMARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Scarus dimidiatus,SCDM,Scaridae,Scaridae,Parrotfish,PRIMARY,NA,Herb,40,Reef,1,Excavator/scraper,Scrapers/small excavators,NA,SSE,SSE,NA,NA,H,0,,,,
Cirrhitops fasciatus,CIFA,Cirrhitidae,Cirrhitidae,Hawkfish,SECONDARY,Carnivore,NA,12.7,Reef,1,Micro-invertivore,,Invertivore,NA,NA,12,1,NA,NA,,,,
Scarus niger,SCNI,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,40,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,43,1,H,0,,,,
Scarus schlegeli,SCSC,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,40,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,38,4,H,0,,,,
Lutjanus bohar,LUBO,Lutjanidae,Lutjanidae,Snapper,PISCIVORE,Carnivore,NA,90,Reef,1,Piscivore,Nocturnal piscivore,Nocturnal piscivore,NA,NA,90,4,NA,NA,,,,
Parapercis clathrata,PACL,Pinguipedidae,Pinguipedidae,Sandperch,SECONDARY,Carnivore,NA,24,Reef,1,Piscivore,Pisci-invertivore,Generalist carnivore,NA,NA,18,1,NA,NA,,,,
Ptereleotris heteroptera,PTHE,Ptereleotridae,Microdesmidae,Dartfish,PLANKTIVORE,Planktivore,Planktivore,14,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,12,4,Pk,0,,,,
Chlorurus sp,CLSP,Scaridae,Scaridae,Parrotfish,PRIMARY,NA,Herb,45,Reef,1,Excavator/scraper,Scrapers/small excavators,NA,SSE,SSE,NA,NA,H,35,,,,
Parapercis millepunctata,PAMI,Pinguipedidae,Pinguipedidae,Sandperch,SECONDARY,Carnivore,NA,18,Reef,1,Piscivore,Pisci-invertivore,Generalist carnivore,NA,NA,19,1,NA,NA,,,,
Chaetodon fremblii,CHFR,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,Carnivore,NA,13,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,2,NA,NA,,,,
Cymolutes lecluse,CYLE,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,17.8,Reef,1,Macro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Pseudojuloides atavai,PSAT,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,13,Reef,1,Micro-invertivore,,Invertivore,NA,NA,13,3,NA,NA,,,,
Scarus festivus,SCFE,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,45,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,45,3,H,0,,,,
Pseudocheilinus octotaenia,PSOC,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,14,Reef,1,Micro-invertivore,,Invertivore,NA,NA,14,3,NA,NA,,,,
Scarus frenatus,SCFR,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,47,Reef,1,Excavator/scraper,Scrapers/small excavators,Scraper,SSE,SSE,47,3,H,0,,,,
Chlorurus frontalis,CHFN,Scaridae,Scaridae,Parrotfish,PRIMARY,Herbivore,Herb,50,Reef,1,Excavator/scraper,Large excavators/bioeroders,Excavator,SSE,LE,50,3,H,20,,,,
Scarus sp,SCSP,Scaridae,Scaridae,Parrotfish,PRIMARY,NA,NA,50,Reef,1,Excavator/scraper,Scrapers/small excavators,NA,NA,NA,NA,NA,NA,NA,,,,
Scarus sp,SCSP,Scaridae,Scaridae,Parrotfish,PRIMARY,NA,NA,50,Reef,1,Excavator/scraper,Scrapers/small excavators,NA,NA,NA,NA,NA,NA,NA,,,,
Chaetodon ulietensis,CHUL,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,Carnivore,NA,15,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,2,NA,NA,,,,
Macropharyngodon geoffroy,MAGE,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,15,Reef,1,Micro-invertivore,,Invertivore,NA,NA,16,3,NA,NA,,,,
Scarus sp,SCSP,Scaridae,Scaridae,Parrotfish,PRIMARY,NA,NA,50,Reef,1,Excavator/scraper,Scrapers/small excavators,NA,NA,NA,NA,NA,NA,NA,,,,
Sectator ocyurus,SEOX,Kyphosidae,Kyphosidae,Chub,PRIMARY,NA,Herb,59,Pelagic,0,NA,,NA,B ,B ,NA,NA,H,0,,,,
Siganidae,RABB,Siganidae,NA,Rabbitfish,PRIMARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Balistapus undulatus,BAUN,Balistidae,Balistidae,Triggerfish,SECONDARY,Carnivore,NA,30,Reef,1,Macro-invertivore,,Invertivore,NA,NA,30,1,NA,NA,,,,
Macropharyngodon meleagris,MAME,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,15,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,3,NA,NA,,,,
Stethojulis balteata,STBA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,15,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,3,NA,NA,,,,
Stethojulis bandanensis,STBN,Labridae,Labridae,Wrasse,PLANKTIVORE,Carnivore,Planktivore,15,Reef,1,Micro-invertivore,,Invertivore,PK,PK,16,3,Pk,0,,,,
Ptereleotris microlepis,PTMI,Ptereleotridae,Microdesmidae,Dartfish,PLANKTIVORE,Planktivore,Planktivore,13,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,13,4,Pk,0,,,,
Ptereleotris zebra,PTZE,Ptereleotridae,Microdesmidae,Dartfish,PLANKTIVORE,Planktivore,Planktivore,12,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,12,4,Pk,0,,,,
Xanthichthys auromarginatus,XAAU,Balistidae,Balistidae,Triggerfish,PLANKTIVORE,Planktivore,Planktivore,30,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,22,4,Pk,0,,,,
Stethojulis strigiventer,STST,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,15,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,3,NA,NA,,,,
Bodianus diana,BODI,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,16.9,Reef,1,Micro-invertivore,,Invertivore,NA,NA,25,2,NA,NA,,,,
